HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
435,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,"European golden-plover, or Greater golden-plover",730,730,,,,,,,,214,0.12,13.8,450,wild,large,acceptable,,,,,,"4,50,72,97,32,820"
436,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,American golden plover,365,365,26,,4,,,19.5,,118,,13,427,wild,small,questionable,,,,,,"4,27,44,44,45,537"
437,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Pacific golden-plover,365,365,,,,,,,,135,,21.3,427,wild,small,acceptable,,,,,,"42,78,20,977"
438,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,Black-bellied plover,730,730,27,,4,1,,21.4,,224,,25.6,450,wild,medium,acceptable,,,,,,"4,44,44,54,50,729"
439,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Thinornis,rubricollis,Hooded dotterel,,,,,,,,,,100,,16.2,1305,wild,large,acceptable,,,,,,"82,01,305"
440,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,armatus,Blacksmith lapwing,,,29,,,,,,,156,,18.6,986,captivity,medium,acceptable,,,,,,986
441,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,miles,Masked lapwing,545,,,,,,,,,379,,13.9,1305,wild,small,acceptable,,,,,,"1,30,51,308"
442,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,spinosus,Spur-winged lapwing,,,,,,,,,,188,,17,450,wild,medium,acceptable,,,,,,"4,50,820"
443,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Northern lapwing,730,730,24,,4,,,,,218.5,0.114,24.5,450,wild,medium,acceptable,0.2,6,,,,"24,36,44,44,50,72,97,30,000"
444,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Glareola,maldivarum,Oriental pratincole,,,,,,,,,,76,,4.4,1305,wild,small,acceptable,,,,,,"1,30,51,308"
445,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Black oystercatcher,1825,1825,26,,2,1,,34,,670,,16,445,wild,tiny,acceptable,,,,,,"4,44,445"
446,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,fuliginosus,Sooty oystercatcher,,,,,,,,,,789.2,,19.9,1305,wild,medium,acceptable,,,,,,"1,30,51,308"
447,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,longirostris,Pied oystercatcher,1454,1095,,,,,,,,566.25,,30.2,1305,wild,large,acceptable,,,,,,"1,30,51,308"
448,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,Eurasian oystercatcher,1095,1095,,,,,,,,480,0.119,43.3,450,wild,medium,acceptable,,,2.91,449,,"43,54,44,45,07,29,732"
449,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,American oystercatcher,1095,1095,27,,2,1,,37.3,,565,,17,1,wild,small,acceptable,,,,,,"14,44,445"
450,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,minutus,Black noddy,730,730,34,,1,1,,16.8,,110.4,0.192,27.1,818,wild,medium,acceptable,,,,,,"44,57,32,818"
451,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,stolidus,"Brown noddy, or Noddy tern",1095,1460,35,,1,1,,24.8,,178,0.145,26.2,818,wild,medium,acceptable,,,0.788095,138.7,,"4,25,44,44,45,73,28,18,000"
452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,tenuirostris,Lesser noddy,,,,,,,,,,104.56,,15,1305,wild,tiny,acceptable,,,,,,"1,30,51,308"
453,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,hybrida,Whiskered tern,,,,,,,,,,88,,16,1305,wild,small,acceptable,,,,,,"1,30,51,308"
454,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,730,730,21,,3,,,7.25,,60,0.374,21,450,wild,tiny,acceptable,,,,,,"44,44,45,45,07,29,732"
455,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Slender-billed gull,730,730,,,,,,,,281,,31.7,450,wild,medium,acceptable,,,,,,"45,07,29,820"
456,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,novaehollandiae,Silver gull,,,,,,,,,,295.375,,28.8,1305,wild,large,acceptable,,,,,,"1,30,51,308"
457,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Black-headed gull,730,730,22,,3,,,,,306,0.248,32.9,856,wild,medium,acceptable,,,,,,"4,44,72,97,32,85,61,140"
458,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gull-billed tern,1825,1825,22,,3,1,,21.4,,221,,16,1,wild,small,acceptable,,,,,,"14,44,44,57,29,820"
459,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,alba,White tern,1764,1764,36,,1,,,13,,98.1,0.094,35.9,977,wild,medium,acceptable,,,0.82236,98.1,,"4,25,44,57,32,977"
460,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Little gull,730,730,21,,3,,,,,119,0.273,20.9,450,wild,medium,acceptable,,,,,,"44,54,50,732"
461,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian tern,1095,1095,21,,2,1,,48.5,,644,0.194,30,450,wild,medium,acceptable,,,,,,"44,44,45,45,07,29,732"
462,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Audouin's gull,1095,1095,,,,,,,,535,0.18,25,450,wild,large,acceptable,,,,,,"4,50,72,97,32,82,01,350"
463,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,ichthyaetus,Great black-headed gull,1095,1095,,,,,,,,1394,,,,unknown,small,low,,,,,,"7,29,820"
464,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,Mediterranean gull,1095,1095,,,,,,,,256,,22.1,450,wild,medium,acceptable,,,,,,"45,07,29,820"
465,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca,Inca tern,,,28,,,,,,,219,,26,986,captivity,large,acceptable,,,,,,"8,20,986"
466,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,1825,1460,26,,3,1,,67.5,,1094,0.155,49,,unknown,medium,acceptable,0.004,6,4.817,1000,,"26,14,35,43,64,44,44,50,00,00,00,000"
467,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,cachinnans,Caspian gull,1460,1460,,,,,,,,1117.2,,31.9,729,wild,medium,acceptable,,,,,,"7,29,820"
468,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,California gull,1095,1095,25,,3,1,,50,,691,0.16,30,427,wild,medium,acceptable,,,,,,"4,27,44,44,45,73,21,140"
469,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Mew gull,1095,730,23,,3,1,,40,,430.6,0.191,33.7,450,wild,medium,acceptable,,,2.257,431,,"44,44,45,45,05,10,72,90,00,00,00,000"
470,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed gull,730,730,21,,3,1,,36.3,,518.5,,31.8,1,wild,medium,acceptable,,,2.91742,439,,"14,25,44,44,45,82,01,100"
471,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,dominicanus,Kelp gull,,,,,,,,,,989,,27,1305,wild,large,acceptable,,,,,,"1,30,51,308"
472,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,fuscus,Lesser black-backed gull,1460,1460,,,,,,,,766.2,0.128,34.9,450,wild,medium,acceptable,,,,,,"4,50,72,97,32,820"
473,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens,Glaucous-winged gull,2009,2009,27,,3,,,70.65,,908,0.134,32,1,wild,medium,acceptable,,,,,,"1,44,44,45,73,21,14,31,000"
474,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucoides,Iceland gull,1460,1460,25,,2.39,1,,,,945.5,,33,445,wild,medium,acceptable,,,,,,445
475,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Heermann's gull,,,,,,,,,,500,,24,427,wild,medium,acceptable,,,,,,"4,27,820"
476,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,hyperboreus,Glaucous gull,1460,1460,27,,3,1,,72.6,,1210,,21.1,972,wild,medium,acceptable,,,,,,"44,44,45,972"
477,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Great black-backed gull,1825,1825,27,,3,,,85,,1658.5,0.13,32.8,450,wild,large,acceptable,,,,,,"4,44,44,54,50,72,97,32,000"
478,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,michahellis,Yellow-legged gull,1460,1460,,,,,,,,1089.5,,19.2,450,wild,medium,acceptable,,,,,,"45,01,308"
479,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Western gull,1825,1460,27,,3,1,,67.5,,931.5,0.136,33.9,427,wild,medium,acceptable,,,3.43629,761,,"4,25,42,74,44,44,57,32,00,00,000"
480,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,pacificus,Pacific gull,,,,,,,,,,1313.5,,24.3,1305,wild,medium,acceptable,,,,,,"5,75,82,01,305"
481,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Laughing gull,,,24,,3,,,30.1,,275.6,,22,427,wild,medium,acceptable,,,,,,"61,42,74,44,445"
482,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,pipixcan,Franklin's gull,730,730,24,,3,1,,25.7,,263.3,,,,unknown,tiny,low,,,,,,"4,45,576"
483,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,anaethetus,Bridled tern,,,,,,,,,,133.3,,24.9,1305,wild,medium,acceptable,,,,,,"97,21,305"
484,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,fuscatus,Sooty tern,1460,1460,28,,1,1,,23.4,,148,0.11,35.8,427,wild,medium,acceptable,,,,,,"4,27,44,44,45,732"
485,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,lunatus,Gray-backed tern,1825,1825,,,1,,,18.5,,131.7,0.151,25.8,427,wild,small,acceptable,,,,,,"42,74,45,732"
486,Animalia,Chordata,Aves,Charadriiformes,Laridae,Pagophila,eburnea,Ivory gull,730,730,25,,2,1,,,,550,,23.9,427,wild,small,acceptable,,,,,,"4,27,44,44,45,820"
487,Animalia,Chordata,Aves,Charadriiformes,Laridae,Procelsterna,cerulea,Blue-gray noddy,,,,,,,,,,53,,15,427,wild,small,acceptable,,,,,,"4,27,820"
488,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,brevirostris,Red-legged kittiwake,,,,,,,,,,377,,27,427,wild,medium,acceptable,,,,,,"4,27,820"
489,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Black-legged kittiwake,1460,1460,27,,2,1,,36,,317,0.184,28.5,450,wild,medium,acceptable,,,,,,"5,74,44,44,54,50,72,97,00,00,00,000"
490,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger,Black skimmer,730,730,23,,4,1,,,,315,0.228,20.2,427,wild,medium,acceptable,,,,,,"42,74,45,732"
491,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,dougallii,Roseate tern,1095,1095,23,,2,1,,14.8,,112,0.266,25.7,427,wild,medium,acceptable,,,,,,"4,27,44,04,45,72,97,32,000"
492,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,Forster's tern,730,730,23,,3,1,,13.78,,158,0.201,15.8,427,wild,small,acceptable,,,,,,"4,27,44,44,45,732"
493,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo,Common tern,1095,1095,24,,2.5,1,,1.25,,120,0.252,33,450,wild,medium,acceptable,,,,,,"4,40,44,44,45,45,07,29,00,00,00,00,00,000"
494,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,paradisaea,Arctic tern,1095,1095,21,,2,1,,13.1,,100,0.27,34,576,wild,medium,acceptable,,,,,,"23,28,44,44,45,57,67,20,00,00,000"
495,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,sumatrana,Black-naped tern,,,,,,,,,,106,,,,unknown,small,low,,,,,,"1,30,51,308"
496,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,albifrons,Little tern,730,730,21,,2,,,,,31,0.182,23.9,450,wild,medium,acceptable,,,,,,"4,44,45,07,29,732"
497,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,antillarum,Least tern,1095,1095,21,,2,,,7,,40,0.307,24.1,577,wild,medium,acceptable,,,,,,"4,40,44,55,77,732"
498,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,nereis,Fairy tern,,,,,,,,,,72.15,,17.2,1305,wild,medium,acceptable,,,,,,"1,30,51,308"
499,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,bengalensis,Lesser crested tern,,,,,,,,,,213,,14,1305,wild,small,acceptable,,,,,,"1,30,51,308"
500,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,bergii,Greater crested tern,727,,,,,,,,,334.5,,32.2,1305,wild,large,acceptable,,,,,,"1,30,51,308"
501,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,elegans,Elegant tern,1095,1095,26,,1,1,,26.4,,251,,20.9,427,wild,small,acceptable,,,,,,"4,27,445"
502,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,Royal tern,1095,1095,28,,2,1,,56,,373,,28.6,427,wild,medium,acceptable,,,,,,"4,27,445"
503,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis,Sandwich tern,1095,1095,22,,1,1,,28,,250,,30.8,,unknown,medium,acceptable,,,,,,"61,44,44,45,729"
504,Animalia,Chordata,Aves,Charadriiformes,Pedionomidae,Pedionomus,torquatus,Plains-wanderer,,,,,,,,,,67.8,,2.3,1305,wild,medium,acceptable,,,,,,"1,30,51,308"
505,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Cladorhynchus,leucocephalus,Banded stilt,,,,,,,,,,215.25,,11.3,1305,wild,tiny,acceptable,,,,,,"1,30,51,308"
506,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,Black-winged stilt,727,,,,,,,,,161,0.175,16,1305,wild,medium,acceptable,,,,,,"45,07,32,82,01,30,51,300"
507,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,Black-necked (Hawaiian) stilt,365,365,25,,4,1,,13.6,,186,,25,"Sarah Shannon, pers. comm.",captivity,medium,acceptable,,,,,,"44,44,45,820"
508,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,americana,American avocet,365,365,24,,4,1,,,,340,,,,unknown,small,low,,,,,,"42,74,44,445"
509,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,Pied avocet,730,730,,,,,,,,304,0.192,27.8,450,wild,medium,acceptable,,,,,,"4,50,72,97,32,820"
510,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,novaehollandiae,Red-necked avocet,,,,,,,,,,324.675,,,,unknown,small,low,,,,,,"1,30,51,308"
511,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,hypoleucos,Common sandpiper,365,365,,,,,,,,48,,14.5,450,wild,medium,acceptable,,,,,,"45,07,29,820"
512,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Spotted sandpiper,365,365,20,,4,1,,6.04,,34,,12,576,wild,small,acceptable,,,,,,"44,44,45,576"
513,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Ruddy turnstone,730,730,22,,4,1,,11.42,,136,0.114,22.3,553,wild,medium,acceptable,,,0.92,90,,"43,54,44,44,55,53,72,90,00,000"
514,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,longicauda,Upland sandpiper,,,22,,4,1,,18,,141,,8.9,427,wild,medium,acceptable,,,,,,"42,74,44,445"
515,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,acuminata,Sharp-tailed sandpiper,,,,,,,,,,67.7,,8.6,1305,wild,medium,questionable,,,,,,"1,30,51,308"
516,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,Sanderling,730,730,27,,4,1.5,,7.3,,50,,18.6,450,wild,small,acceptable,,,,,,"4,44,44,54,50,729"
517,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alpina,Dunlin,730,730,21,,4,1,,9,,52.5,,28.8,450,wild,small,acceptable,,,,,,"6,14,44,44,54,50,729"
518,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,canutus,Red knot,1095,1095,22,,4,1,,,,135,,27.3,553,wild,small,acceptable,,,,,,"4,44,44,55,53,729"
519,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,Curlew sandpiper,1095,1095,,,,,,,,58.1,,19.7,450,wild,medium,acceptable,,,,,,"45,07,29,820"
520,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,fuscicollis,White-rumped sandpiper,365,365,22,,4,,,5,,42,,,,unknown,small,low,,,,,,"44,44,45,576"
521,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,himantopus,Stilt sandpiper,730,730,,,,,,,,57.3,,11.1,577,wild,tiny,acceptable,,,,,,"57,78,20,977"
522,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,maritima,Purple sandpiper,1095,1095,22,,4,1,,9.1,,65.2,,20.8,450,wild,medium,acceptable,,,,,,"4,45,45,07,29,820"
523,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Western sandpiper,730,730,21,,4,1,,5,,26.19,,9.2,576,wild,small,acceptable,,,,,,"44,55,76,977"
524,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,melanotos,Pectoral sandpiper,365,365,22,,4,1,,8.27,,85,,,,unknown,small,low,,,,,,"44,44,45,577"
525,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minuta,Little stint,730,730,,,,,,,,21.1,,14.7,450,wild,medium,acceptable,,,,,,"45,07,29,820"
526,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Least sandpiper,365,365,20,,4,1,,4.06,,26,,16,577,wild,medium,acceptable,,,,,,"44,44,45,577"
527,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ptilocnemis,Rock sandpiper,365,365,20,,4,1,,9.7,,84,,,,unknown,small,low,,,,,,"44,44,45,577"
528,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Semipalmated sandpiper,365,365,20,,4,1,,4.4,,27,,19.3,427,wild,medium,acceptable,0.3,,,,,"4,27,445"
529,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,Red-necked stint,,,,,,,,,,26.95,,21.8,1305,wild,large,acceptable,,,,,,"1,30,51,308"
530,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,temminckii,Temminck's stint,455,,,,,,,,,23,,12.9,450,wild,medium,acceptable,,,,,,"4,50,82,01,14,31,308"
531,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,tenuirostris,Great knot,,,,,,,,,,179.167,,20.9,1305,wild,large,acceptable,,,,,,"1,30,51,308"
532,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Wilson's snipe,455,365,,,,,,,,122,,9.2,427,wild,medium,acceptable,,,,,,"42,78,20,97,71,308"
533,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Common snipe,365,365,19,,4,,,11,,131.6,,18.2,450,wild,medium,acceptable,,,,,,"4,44,44,54,50,729"
534,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,hardwickii,Japanese snipe,,,,,,,,,,155.567,,,,unknown,small,low,,,,,,"1,30,51,308"
535,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,media,Great snipe,,,,,,,,,,174.5,,5.9,450,wild,small,questionable,,,,,,"45,01,308"
536,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,falcinellus,Broad-billed sandpiper,,,,,,,,,,37.1,,11.6,1305,wild,medium,acceptable,,,,,,"4,50,82,01,305"
537,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Short-billed dowitcher,365,365,21,,4,1,,11.8,,105,,13.3,577,wild,small,acceptable,,,,,,"44,44,45,577"
538,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,Long-billed dowitcher,365,365,20,,4,1,,,,130,,13.2,427,wild,medium,acceptable,,,,,,"42,74,44,44,51,308"
539,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,semipalmatus,Asian dowitcher,,,,,,,,,,198.75,,,,unknown,tiny,low,,,,,,"1,30,51,308"
540,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,Marbled godwit,1095,1095,24,,4,1,,37,,336,,13.7,427,wild,tiny,acceptable,,,,,,"4,27,44,44,45,818"
541,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,lapponica,Bar-tailed godwit,730,730,21,,4,1,,28,,322,,34,553,wild,medium,acceptable,,,,,,"4,44,44,55,53,729"
542,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,limosa,Black-tailed godwit,730,730,,,,,,,,294,0.132,23.6,450,wild,medium,acceptable,,,,,,"4,44,45,07,29,732"
543,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,minimus,Jack snipe,365,365,,,,,,,,50.2,,12.3,450,wild,medium,acceptable,,,,,,"45,07,29,820"
544,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,arquata,Eurasian curlew,730,730,,,,,,,,728,0.13,31.8,450,wild,medium,acceptable,,,,,,"4,44,45,07,29,732"
545,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,madagascariensis,Eastern curlew,,,,,,,,,,824.75,,19.1,1305,wild,small,acceptable,,,,,,"1,30,51,308"
546,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,minutus,Little curlew,,,,,,,,,,172.25,,,,unknown,small,low,,,,,,"1,30,51,308"
547,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,Whimbrel,730,730,22,,4,1,,35,,365.7,,24.2,553,wild,small,acceptable,,,,,,"4,44,44,54,50,55,37,29,000"
548,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,tahitiensis,Bristle-thighed curlew,1065,1065,,,4,1,,37.6,,408.6,,23.8,427,wild,small,acceptable,,,,,,"42,74,44,445"
549,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,lobatus,Red-necked phalarope,365,365,,,,,,,,33.8,,12.9,553,wild,tiny,acceptable,,,,,,"5,53,818"
550,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Wilson's phalarope,,,23,,4,,,,,57,,10,579,wild,medium,acceptable,,,,,,"44,44,45,579"
551,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Philomachus,pugnax,Ruff,730,730,,,,,,,,136,0.134,13.9,450,wild,medium,acceptable,,,,,,"4,50,72,97,32,82,01,140"
552,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,minor,American woodcock,300,300,20,,4,1,,12.2,,197.5,,20.9,427,wild,large,acceptable,,,1.066,156.7,,"4,27,43,54,37,44,44,45,000"
553,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,rusticola,Eurasian woodcock,365,365,,,,,,,,308.3,,15.5,450,wild,medium,acceptable,,,2.16,430,,"4,50,51,07,29,820"
554,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,erythropus,Spotted redshank,365,365,,,,,,,,158,,8.6,450,wild,medium,acceptable,,,,,,"45,07,29,820"
555,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,flavipes,Lesser yellowlegs,365,365,23,,2,1,,11.5,,80.65,,,,unknown,tiny,low,,,,,,"4,45,576"
556,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,glareola,Wood sandpiper,365,365,,,,,,,,62.5,,11.7,450,wild,large,acceptable,,,,,,"45,07,29,820"
557,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,nebularia,Common greenshank,365,365,,,,,,,,187,,24.4,450,wild,medium,acceptable,,,,,,"45,07,29,820"
558,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,ochropus,Green sandpiper,365,365,,,,,,,,90,,11.5,450,wild,medium,acceptable,,,,,,"4,50,729"
559,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Willet,730,730,22,,4,1,,28,,270,,12.6,427,wild,small,acceptable,,,,,,"42,74,44,445"
560,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,stagnatilis,Marsh sandpiper,363,,,,,,,,,77.5,,8.5,1305,wild,medium,acceptable,,,,,,"32,44,50,82,01,30,51,300"
561,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,totanus,Common redshank,365,365,,,,,,,,149,0.103,26.9,450,wild,medium,acceptable,,,,,,"45,07,29,732"
562,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Xenus,cinereus,Terek sandpiper,,,,,,,,,,78.8,,16.9,1305,wild,medium,acceptable,,,,,,"4,50,82,01,305"
563,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,antarcticus,Brown skua,1454,,,,,,,,,1687,,28.8,427,wild,medium,acceptable,,,,,,"4,27,82,01,308"
564,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,longicaudus,Long-tailed jaeger,,,23,,2,,,,,298,0.331,14,427,wild,medium,acceptable,,,,,,"42,74,44,732"
565,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,maccormicki,South polar skua,1823,,,,,,,,,1349,,23.5,427,wild,medium,acceptable,,,,,,"4,27,82,01,308"
566,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,parasiticus,Parasidic jaeger,1200,1200,26,,2,,,28.5,,445.5,,31.1,450,wild,medium,acceptable,,,,,,"4,44,44,54,50,820"
567,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,skua,Great skua,2190,2190,,,,,,,,1340,0.156,35.9,450,wild,large,acceptable,,,,,,"4,50,72,97,32,82,01,140"
